"","school","cumulative_students","date","start","number_students","type","loc"
"2981","LAWTON CHILES MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",800,"Public","FL"
"2982","LAWTON ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",838,"Public","FL"
"2983","LAWTON ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",838,"Public","FL"
"2984","LAWTON M. CHILES ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",795,"Public","FL"
"2985","LAWTON M. CHILES ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",795,"Public","FL"
"2986","LAYER ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",522,"Public","FL"
"2987","LAYER ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",522,"Public","FL"
"2988","LEARNING ACADEMY OF SANTA ROSA",0,"2020-11-21","2020-09-06",141,"Public","FL"
"2989","LEARNING GATE COMMUNITY SCHOOL",0,"2020-10-24","2020-09-06",794,"Public","FL"
"2990","LEARNING GATE COMMUNITY SCHOOL",1,"2020-11-21","2020-09-06",794,"Public","FL"
"2991","LEARNING GATE COMMUNITY SCHOOL",1,"2020-11-21","2020-09-06",794,"Public","FL"
"2992","LECANTO HIGH SCHOOL",5,"2020-10-24","2020-09-06",1633,"Public","FL"
"2993","LECANTO HIGH SCHOOL",15,"2020-11-21","2020-09-06",1633,"Public","FL"
"2994","LECANTO MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",773,"Public","FL"
"2995","LECANTO MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",773,"Public","FL"
"2996","LECANTO PRIMARY SCHOOL",2,"2020-11-21","2020-09-06",806,"Public","FL"
"2997","LEE ADOLESCENT MOTHERS PROGRAM",1,"2020-11-21","2020-09-06",62,"Public","FL"
"2998","LEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",218,"Public","FL"
"2999","LEESBURG ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",772,"Public","FL"
"3000","LEESBURG ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",772,"Public","FL"
"3001","LEESBURG HIGH SCHOOL",1,"2020-10-24","2020-09-06",1506,"Public","FL"
"3002","LEESBURG HIGH SCHOOL",3,"2020-11-21","2020-09-06",1506,"Public","FL"
"3003","LEGACY ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",809,"Public","FL"
"3004","LEGACY ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",809,"Public","FL"
"3005","LEGACY MIDDLE",1,"2020-10-24","2020-09-06",924,"Public","FL"
"3006","LEGACY MIDDLE",1,"2020-11-21","2020-09-06",924,"Public","FL"
"3007","LEGACY PREPARATORY ACADEMY",0,"2020-10-24","2020-09-06",261,"Public","FL"
"3008","LEGACY PREPARATORY ACADEMY",0,"2020-11-21","2020-09-06",261,"Public","FL"
"3009","LEHIGH ACRES MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1356,"Public","FL"
"3010","LEHIGH ACRES MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",1356,"Public","FL"
"3011","LEHIGH ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",1202,"Public","FL"
"3012","LEHIGH ELEMENTARY SCHOOL",7,"2020-11-21","2020-09-06",1202,"Public","FL"
"3013","LEHIGH SENIOR HIGH SCHOOL",6,"2020-10-24","2020-09-06",2291,"Public","FL"
"3014","LEHIGH SENIOR HIGH SCHOOL",14,"2020-11-21","2020-09-06",2291,"Public","FL"
"3015","LEHRMAN COMMUNITY DAY SCHOOL",1,"2020-11-21","2020-09-06",360,"Private","FL"
"3016","LEISURE CITY K-8 CENTER",1,"2020-11-21","2020-09-06",1067,"Public","FL"
"3017","LELY ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",611,"Public","FL"
"3018","LELY ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",611,"Public","FL"
"3019","LELY HIGH SCHOOL",1,"2020-10-24","2020-09-06",1752,"Public","FL"
"3020","LELY HIGH SCHOOL",6,"2020-11-21","2020-09-06",1752,"Public","FL"
"3021","LEMON BAY HIGH SCHOOL",5,"2020-10-24","2020-09-06",1085,"Public","FL"
"3022","LEMON BAY HIGH SCHOOL",9,"2020-11-21","2020-09-06",1085,"Public","FL"
"3023","LENA VISTA ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",892,"Public","FL"
"3024","LENA VISTA ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",892,"Public","FL"
"3025","LENNARD HIGH SCHOOL",1,"2020-10-24","2020-09-06",3113,"Public","FL"
"3026","LENNARD HIGH SCHOOL",2,"2020-11-21","2020-09-06",3113,"Public","FL"
"3027","LEON HIGH SCHOOL",12,"2020-10-24","2020-09-06",2047,"Public","FL"
"3028","LEON HIGH SCHOOL",14,"2020-11-21","2020-09-06",2047,"Public","FL"
"3029","LETO HIGH SCHOOL",6,"2020-10-24","2020-09-06",2159,"Public","FL"
"3030","LETO HIGH SCHOOL",12,"2020-11-21","2020-09-06",2159,"Public","FL"
"3031","LEWIS ANNA WOODBURY ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",710,"Public","FL"
"3032","LEWIS CARROLL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",664,"Public","FL"
"3033","LEWIS CARROLL ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",664,"Public","FL"
"3034","LEWIS E. WADSWORTH ELEMENTARY",1,"2020-11-21","2020-09-06",957,"Public","FL"
"3035","LEWIS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",792,"Public","FL"
"3036","LEXINGTON MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1118,"Public","FL"
"3037","LEXINGTON MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1118,"Public","FL"
"3038","LIBERTY CHRISTIAN SCHOOL",1,"2020-10-24","2020-09-06",65,"Private","FL"
"3039","LIBERTY CHRISTIAN SCHOOL",1,"2020-10-24","2020-09-06",176,"Private","FL"
"3040","LIBERTY CHRISTIAN SCHOOL",1,"2020-11-21","2020-09-06",65,"Private","FL"
"3041","LIBERTY CHRISTIAN SCHOOL",1,"2020-11-21","2020-09-06",176,"Private","FL"
"3042","LIBERTY COUNTY HIGH SCHOOL",6,"2020-10-24","2020-09-06",340,"Public","FL"
"3043","LIBERTY COUNTY HIGH SCHOOL",6,"2020-11-21","2020-09-06",340,"Public","FL"
"3044","LIBERTY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",989,"Public","FL"
"3045","LIBERTY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",563,"Public","FL"
"3046","LIBERTY ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",989,"Public","FL"
"3047","LIBERTY ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",563,"Public","FL"
"3048","LIBERTY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",989,"Public","FL"
"3049","LIBERTY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",563,"Public","FL"
"3050","LIBERTY HIGH SCHOOL",0,"2020-10-24","2020-09-06",2046,"Public","FL"
"3051","LIBERTY HIGH SCHOOL",2,"2020-11-21","2020-09-06",2046,"Public","FL"
"3052","LIBERTY MAGNET SCHOOL",1,"2020-10-24","2020-09-06",542,"Public","FL"
"3053","LIBERTY MAGNET SCHOOL",3,"2020-11-21","2020-09-06",542,"Public","FL"
"3054","LIBERTY MIDDLE",0,"2020-10-24","2020-09-06",1147,"Public","FL"
"3055","LIBERTY MIDDLE",0,"2020-11-21","2020-09-06",1147,"Public","FL"
"3056","LIBERTY MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1276,"Public","FL"
"3057","LIBERTY MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1156,"Public","FL"
"3058","LIBERTY MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1276,"Public","FL"
"3059","LIBERTY MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1156,"Public","FL"
"3060","LIBERTY MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",1276,"Public","FL"
"3061","LIBERTY MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",1156,"Public","FL"
"3062","LIBERTY MIDDLE SCHOOL",7,"2020-11-21","2020-09-06",1276,"Public","FL"
"3063","LIBERTY MIDDLE SCHOOL",7,"2020-11-21","2020-09-06",1156,"Public","FL"
"3064","LIBERTY PARK ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",970,"Public","FL"
"3065","LIBERTY PINES ACADEMY",3,"2020-10-24","2020-09-06",1592,"Public","FL"
"3066","LIBERTY PINES ACADEMY",8,"2020-11-21","2020-09-06",1592,"Public","FL"
"3067","LIFE CHRISTIAN ACADEMY",1,"2020-10-24","2020-09-06",246,"Private","FL"
"3068","LIFE CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",246,"Private","FL"
"3069","LIGHTHOUSE CHRISTIAN SCHOOL",1,"2020-11-21","2020-09-06",176,"Private","FL"
"3070","LIGHTHOUSE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",709,"Public","FL"
"3071","LILLIE C. EVANS K-8 CENTER",1,"2020-11-21","2020-09-06",379,"Public","FL"
"3072","LIMESTONE CREEK ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",1035,"Public","FL"
"3073","LIMONA ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",637,"Public","FL"
"3074","LIMONA ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",637,"Public","FL"
"3075","LINCOLN AVENUE ACADEMY",1,"2020-11-21","2020-09-06",528,"Public","FL"
"3076","LINCOLN ELEMENTARY MAGNET SCHOOL",1,"2020-10-24","2020-09-06",488,"Public","FL"
"3077","LINCOLN ELEMENTARY MAGNET SCHOOL",1,"2020-11-21","2020-09-06",488,"Public","FL"
"3078","LINCOLN HIGH SCHOOL",6,"2020-10-24","2020-09-06",2026,"Public","FL"
"3079","LINCOLN HIGH SCHOOL",9,"2020-11-21","2020-09-06",2026,"Public","FL"
"3080","LINCOLN PARK ACADEMY",4,"2020-11-21","2020-09-06",1725,"Public","FL"
"3081","LINCOLN-MARTI CHARTER SCHOOL LITTLE HAVANA CAMPUS",2,"2020-10-24","2020-09-06",757,"Public","FL"
"3082","LINCOLN-MARTI CHARTER SCHOOL LITTLE HAVANA CAMPUS",5,"2020-11-21","2020-09-06",757,"Public","FL"
"3083","LINCOLN-MARTI SCHOOLS INTERNATIONAL CAMPUS",3,"2020-11-21","2020-09-06",320,"Public","FL"
"3084","LINDA LENTIN K-8 CENTER",1,"2020-10-24","2020-09-06",869,"Public","FL"
"3085","LINDA LENTIN K-8 CENTER",1,"2020-11-21","2020-09-06",869,"Public","FL"
"3086","LINDSEY HOPKINS TECHNICAL COLLEGE",0,"2020-11-21","2020-09-06",0,"Public","FL"
"3087","LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY",2,"2020-11-21","2020-09-06",632,"Public","FL"
"3088","LITTLE RIVER ELEMENTARY",0,"2020-10-24","2020-09-06",437,"Public","FL"
"3089","LITTLE RIVER ELEMENTARY",0,"2020-11-21","2020-09-06",437,"Public","FL"
"3090","LITTLEWOOD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",706,"Public","FL"
"3091","LITTLEWOOD ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",706,"Public","FL"
"3092","LIVING SPRINGS ACADEMY",1,"2020-10-24","2020-09-06",23,"Private","FL"
"3093","LIVING SPRINGS ACADEMY",1,"2020-11-21","2020-09-06",23,"Private","FL"
"3094","LIVING WORD ACADEMY",1,"2020-10-24","2020-09-06",174,"Private","FL"
"3095","LIVING WORD ACADEMY",1,"2020-11-21","2020-09-06",174,"Private","FL"
"3096","LIZA JACKSON PREPARATORY SCHOOL",5,"2020-10-24","2020-09-06",848,"Public","FL"
"3097","LIZA JACKSON PREPARATORY SCHOOL",12,"2020-11-21","2020-09-06",848,"Public","FL"
"3098","LLOYD ESTATES ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",540,"Public","FL"
"3099","LOCKHART ELEMENTARY",0,"2020-10-24","2020-09-06",445,"Public","FL"
"3100","LOCKHART ELEMENTARY",0,"2020-11-21","2020-09-06",445,"Public","FL"
"3101","LOCKHART ELEMENTARY MAGNET SCHOOL",1,"2020-11-21","2020-09-06",438,"Public","FL"
"3102","LOCKHART MIDDLE",1,"2020-11-21","2020-09-06",865,"Public","FL"
"3103","LOCKMAR ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",699,"Public","FL"
"3104","LOCKMAR ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",699,"Public","FL"
"3105","LODESTONE ACADEMY BALDWIN PARK",2,"2020-11-21","2020-09-06",28,"Private","FL"
"3106","LOGGERS' RUN COMMUNITY MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1206,"Public","FL"
"3107","LONE STAR ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",489,"Public","FL"
"3108","LONE STAR ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",489,"Public","FL"
"3109","LONG BRANCH ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",166,"Public","FL"
"3110","LONGLEAF ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",646,"Public","FL"
"3111","LONGLEAF ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",678,"Public","FL"
"3112","LONGLEAF ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",566,"Public","FL"
"3113","LONGLEAF ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",646,"Public","FL"
"3114","LONGLEAF ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",678,"Public","FL"
"3115","LONGLEAF ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",566,"Public","FL"
"3116","LONGLEAF ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",646,"Public","FL"
"3117","LONGLEAF ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",678,"Public","FL"
"3118","LONGLEAF ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",566,"Public","FL"
"3119","LONGLEAF ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",646,"Public","FL"
"3120","LONGLEAF ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",678,"Public","FL"
"3121","LONGLEAF ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",566,"Public","FL"
"3122","LONGLEAF ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",646,"Public","FL"
"3123","LONGLEAF ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",678,"Public","FL"
"3124","LONGLEAF ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",566,"Public","FL"
"3125","LONGWOOD ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",593,"Public","FL"
"3126","LONGWOOD ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",584,"Public","FL"
"3127","LONGWOOD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",593,"Public","FL"
"3128","LONGWOOD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",584,"Public","FL"
"3129","LONGWOOD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",593,"Public","FL"
"3130","LONGWOOD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",584,"Public","FL"
"3131","LONGWOOD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",593,"Public","FL"
"3132","LONGWOOD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",584,"Public","FL"
"3133","LOPEZ ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",571,"Public","FL"
"3134","LORAH PARK ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",319,"Public","FL"
"3135","LORENZO WALKER TECHNICAL COLLEGE",0,"2020-10-24","2020-09-06",0,"Public","FL"
"3136","LORENZO WALKER TECHNICAL COLLEGE",1,"2020-11-21","2020-09-06",0,"Public","FL"
"3137","LORENZO WALKER TECHNICAL COLLEGE",0,"2020-11-21","2020-09-06",0,"Public","FL"
"3138","LORENZO WALKER TECHNICAL HIGH SCHOOL",2,"2020-10-24","2020-09-06",597,"Public","FL"
"3139","LORENZO WALKER TECHNICAL HIGH SCHOOL",3,"2020-11-21","2020-09-06",597,"Public","FL"
"3140","LORETTO ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",1004,"Public","FL"
"3141","LORETTO ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",1004,"Public","FL"
"3142","LOST LAKE ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",1025,"Public","FL"
"3143","LOST LAKE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",1025,"Public","FL"
"3144","LOUIS S. SHEFFIELD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",752,"Public","FL"
"3145","LOUISE S. MCINNIS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",401,"Public","FL"
"3146","LOUISE S. MCINNIS ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",401,"Public","FL"
"3147","LOVE GROVE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",381,"Public","FL"
"3148","LOVELL ELEMENTARY",0,"2020-10-24","2020-09-06",713,"Public","FL"
"3149","LOVELL ELEMENTARY",0,"2020-11-21","2020-09-06",713,"Public","FL"
"3150","LOVING CARE YOUNG ACHIEVERS CLUB",1,"2020-10-24","2020-09-06",60,"Private","FL"
"3151","LOVING CARE YOUNG ACHIEVERS CLUB",1,"2020-11-21","2020-09-06",60,"Private","FL"
"3152","LOXAHATCHEE GROVES ELEMENTARY",0,"2020-10-24","2020-09-06",615,"Public","FL"
"3153","LOXAHATCHEE GROVES ELEMENTARY",1,"2020-11-21","2020-09-06",615,"Public","FL"
"3154","LUCILLE MOORE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",449,"Public","FL"
"3155","LUCILLE MOORE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",449,"Public","FL"
"3156","LUDLAM ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",324,"Public","FL"
"3157","LULA J. EDGE ELEMENTARY SCHOOL",6,"2020-10-24","2020-09-06",556,"Public","FL"
"3158","LULA J. EDGE ELEMENTARY SCHOOL",7,"2020-11-21","2020-09-06",556,"Public","FL"
"3159","LUTHERAN CHURCH OF THE CROSS DAY SCHOOL",1,"2020-11-21","2020-09-06",401,"Private","FL"
"3160","LUTZ PREPARATORY SCHOOL",2,"2020-10-24","2020-09-06",783,"Public","FL"
"3161","LUTZ PREPARATORY SCHOOL",3,"2020-11-21","2020-09-06",783,"Public","FL"
"3162","LYMAN HIGH SCHOOL",5,"2020-11-21","2020-09-06",2341,"Public","FL"
"3163","LYNDON B. JOHNSON MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",736,"Public","FL"
"3164","LYNDON B. JOHNSON MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",736,"Public","FL"
"3165","LYNN HAVEN ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",697,"Public","FL"
"3166","LYNN HAVEN ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",697,"Public","FL"
"3167","LYONS CREEK MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",1952,"Public","FL"
"3168","LYONS CREEK MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1952,"Public","FL"
"3169","MABRY ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",868,"Public","FL"
"3170","MABRY ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",868,"Public","FL"
"3171","MACCLENNY ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",592,"Public","FL"
"3172","MACCLENNY ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",592,"Public","FL"
"3173","MACFARLANE PARK ELEMENTARY MAGNET SCHOOL",1,"2020-10-24","2020-09-06",373,"Public","FL"
"3174","MACFARLANE PARK ELEMENTARY MAGNET SCHOOL",1,"2020-11-21","2020-09-06",373,"Public","FL"
"3175","MACLAY SCHOOL",4,"2020-10-24","2020-09-06",914,"Private","FL"
"3176","MACLAY SCHOOL",4,"2020-11-21","2020-09-06",914,"Private","FL"
"3177","MADEIRA BEACH FUNDAMENTAL K-8",3,"2020-10-24","2020-09-06",1379,"Public","FL"
"3178","MADEIRA BEACH FUNDAMENTAL K-8",8,"2020-11-21","2020-09-06",1379,"Public","FL"
"3179","MADIE IVES K-8 PREPARATORY ACADEMY",1,"2020-10-24","2020-09-06",916,"Public","FL"
"3180","MADIE IVES K-8 PREPARATORY ACADEMY",3,"2020-11-21","2020-09-06",916,"Public","FL"
"3181","MADISON COUNTY CENTRAL SCHOOL",2,"2020-10-24","2020-09-06",996,"Public","FL"
"3182","MADISON COUNTY CENTRAL SCHOOL",5,"2020-11-21","2020-09-06",996,"Public","FL"
"3183","MADISON COUNTY HIGH SCHOOL",1,"2020-10-24","2020-09-06",510,"Public","FL"
"3184","MADISON COUNTY HIGH SCHOOL",4,"2020-11-21","2020-09-06",510,"Public","FL"
"3185","MADISON CREATIVE ARTS ACADEMY INC",1,"2020-10-24","2020-09-06",308,"Public","FL"
"3186","MADISON CREATIVE ARTS ACADEMY INC",1,"2020-11-21","2020-09-06",308,"Public","FL"
"3187","MADISON STREET ACADEMY OF VISUAL AND PERFORMING ARTS",1,"2020-10-24","2020-09-06",450,"Public","FL"
"3188","MADISON STREET ACADEMY OF VISUAL AND PERFORMING ARTS",1,"2020-11-21","2020-09-06",450,"Public","FL"
"3189","MAE M. WALTERS ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",523,"Public","FL"
"3190","MAINLAND HIGH SCHOOL",3,"2020-10-24","2020-09-06",1870,"Public","FL"
"3191","MAINLAND HIGH SCHOOL",5,"2020-11-21","2020-09-06",1870,"Public","FL"
"3192","MAMIE AGNES JONES ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",348,"Public","FL"
"3193","MAMIE AGNES JONES ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",348,"Public","FL"
"3194","MANATEE ACADEMY K-8",1,"2020-10-24","2020-09-06",1354,"Public","FL"
"3195","MANATEE ACADEMY K-8",4,"2020-11-21","2020-09-06",1354,"Public","FL"
"3196","MANATEE BAY ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",1208,"Public","FL"
"3197","MANATEE BAY ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",1208,"Public","FL"
"3198","MANATEE CHARTER SCHOOL",1,"2020-11-21","2020-09-06",403,"Public","FL"
"3199","MANATEE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",909,"Public","FL"
"3200","MANATEE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",1252,"Public","FL"
"3201","MANATEE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",628,"Public","FL"
"3202","MANATEE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",949,"Public","FL"
"3203","MANATEE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",414,"Public","FL"
"3204","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",909,"Public","FL"
"3205","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",1252,"Public","FL"
"3206","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",628,"Public","FL"
"3207","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",949,"Public","FL"
"3208","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",414,"Public","FL"
"3209","MANATEE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",909,"Public","FL"
"3210","MANATEE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",1252,"Public","FL"
"3211","MANATEE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",628,"Public","FL"
"3212","MANATEE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",949,"Public","FL"
"3213","MANATEE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",414,"Public","FL"
"3214","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",909,"Public","FL"
"3215","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",1252,"Public","FL"
"3216","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",628,"Public","FL"
"3217","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",949,"Public","FL"
"3218","MANATEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",414,"Public","FL"
"3219","MANATEE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",909,"Public","FL"
"3220","MANATEE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",1252,"Public","FL"
"3221","MANATEE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",628,"Public","FL"
"3222","MANATEE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",949,"Public","FL"
"3223","MANATEE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",414,"Public","FL"
"3224","MANATEE HIGH SCHOOL",5,"2020-10-24","2020-09-06",2251,"Public","FL"
"3225","MANATEE HIGH SCHOOL",9,"2020-11-21","2020-09-06",2251,"Public","FL"
"3226","MANATEE LEARNING ACADEMY",2,"2020-10-24","2020-09-06",141,"Private","FL"
"3227","MANATEE LEARNING ACADEMY",2,"2020-11-21","2020-09-06",141,"Private","FL"
"3228","MANATEE MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",913,"Public","FL"
"3229","MANATEE MIDDLE SCHOOL",8,"2020-11-21","2020-09-06",913,"Public","FL"
"3230","MANATEE SCHOOL FOR THE ARTS",3,"2020-10-24","2020-09-06",2135,"Public","FL"
"3231","MANATEE SCHOOL FOR THE ARTS",5,"2020-11-21","2020-09-06",2135,"Public","FL"
"3232","MANDARIN HIGH SCHOOL",6,"2020-10-24","2020-09-06",2522,"Public","FL"
"3233","MANDARIN HIGH SCHOOL",11,"2020-11-21","2020-09-06",2522,"Public","FL"
"3234","MANDARIN LAKES K-8 ACADEMY",1,"2020-10-24","2020-09-06",910,"Public","FL"
"3235","MANDARIN LAKES K-8 ACADEMY",1,"2020-11-21","2020-09-06",910,"Public","FL"
"3236","MANDARIN MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1418,"Public","FL"
"3237","MANDARIN MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",1418,"Public","FL"
"3238","MANDARIN OAKS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",1010,"Public","FL"
"3239","MANDARIN OAKS ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",1010,"Public","FL"
"3240","MANGO ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",780,"Public","FL"
"3241","MANGO ELEMENTARY SCHOOL",10,"2020-11-21","2020-09-06",780,"Public","FL"
"3242","MANN MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",957,"Public","FL"
"3243","MANN MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",957,"Public","FL"
"3244","MAPLEWOOD ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",739,"Public","FL"
"3245","MAPLEWOOD ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",749,"Public","FL"
"3246","MAPLEWOOD ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",739,"Public","FL"
"3247","MAPLEWOOD ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",749,"Public","FL"
